Id,Prediction,Date,File,StartTime,ElapsedTime,BusyTime,Commands,editOrInsertPercentage,debugPercentage,navigationPercentage,focusPercentage,removePercentage,editPercentage,COMMAND_RATE,NAVIGATION_RATE,DEBUG_RATE,FOCUS_RATE,EDIT_RATE,REMOVE_RATE,INSERT_RATE,webLinkTimes,Web Page Visits
1,,Mon Sep 21 14:00:56 EDT 2020,SDView.java,1600711256744,11159,0,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,[]
,/modelData/A0UserStudy2010.arff,Mon Sep 21 14:00:56 EDT 2020,SDView.java, 1600711256744
2,,Mon Sep 21 14:01:07 EDT 2020,SDView.java,1600711267968,6757,6757,(I)25,1.0,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,0.0,0.0,0.0,0.0,4.166666666666667,0.0,[]
3,,Mon Sep 21 14:01:15 EDT 2020,SDController.java,1600711275093,2575,2575,(I)8(F)2(I)1(R)1(I)1(R)1(I)2(F)1(I)3,0.75,0.0,0.0,15.0,0.0,0.0,10.0,0.0,0.0,1.5,0.0,1.0,7.5,0.0,[]
4,,Mon Sep 21 14:01:18 EDT 2020,SDAppView.java,1600711278076,5663674,0,(I)3(R)2(F)1(I)15,0.8571428571428571,0.0,0.0,4.761904761904762,0.0,0.0,0.003708281829419036,0.0,0.0,1.765848490199541E-4,0.0,3.531696980399082E-4,0.0031785272823591734,11.0,[]
5,,Mon Sep 21 15:35:45 EDT 2020,SDAppView.java,1600716945332,5838,5838,(I)4(R)1(I)1(F)2(R)2(I)5(R)1(I)4(R)2,0.6363636363636364,0.0,0.0,9.090909090909092,0.0,0.0,4.4,0.0,0.0,0.4,0.0,1.2,2.8,0.0,[]
6,,Mon Sep 21 15:35:53 EDT 2020,SDAppView.java,1600716953506,12338,0,(R)2(I)17(R)3,0.7727272727272727,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,0.0,0.0,0.0,0.4166666666666667,1.4166666666666667,0.0,[]
7,,Mon Sep 21 15:36:06 EDT 2020,SDAppView.java,1600716966052,-3,-3,(R)1(I)1(R)1(I)6(R)1(I)5(R)4,0.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,null,0.0,0.0,[]
8,,Mon Sep 21 15:36:06 EDT 2020,SDAppView.java,1600716966717,17831,0,(I)1(R)1(I)6(R)1(I)16,0.92,0.0,0.0,0.0,0.0,0.0,1.4705882352941178,0.0,0.0,0.0,0.0,0.11764705882352941,1.3529411764705883,0.0,[]
9,,Mon Sep 21 15:36:24 EDT 2020,SDAppView.java,1600716984554,3280,3280,(I)24,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,[]
10,,Mon Sep 21 15:36:28 EDT 2020,SDAppView.java,1600716988035,10503,0,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,2.3,0.0,[]
11,,Mon Sep 21 15:36:38 EDT 2020,SDAppView.java,1600716998540,8184,8184,(I)10(R)2(I)4(R)2(I)3,0.8095238095238095,0.0,0.0,0.0,0.0,0.0,2.625,0.0,0.0,0.0,0.0,0.5,2.125,0.0,[]
12,,Mon Sep 21 15:36:46 EDT 2020,SDAppView.java,1600717006730,9151,9151,(I)23,1.0,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,0.0,0.0,0.0,0.0,0.0,2.5555555555555554,0.0,[]
13,,Mon Sep 21 15:36:55 EDT 2020,SDAppView.java,1600717015891,4218,4218,(I)22,1.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,5.5,0.0,[]
14,,Mon Sep 21 15:37:00 EDT 2020,SDAppView.java,1600717020433,6380,6380,(I)22(R)2,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333,3.6666666666666665,0.0,[]
15,,Mon Sep 21 15:37:06 EDT 2020,SDView.java,1600717026960,4762,4762,(R)6(I)14(R)2(I)2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,[]
