#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested
0,Sun Sep 20 13:52:02 EDT 2020,0,0,UtilityClassSuite, , ,CompareSafetyComputationsTest- DerivedSafetyTest- GenerateSafeDistancesAndDurationsTest- GivenSafetyTest- InterpolatedSafetyTest- IsInferredSafeTest- IsInterpolatedOneParameterSafetyTest- IsInterpolatedTwoParameterSafetyTest- PrintGeneratedCombinationDerivedSafetyTest- PrintGivenAndGeneratedCombinationDerivedTest- PrintGivenAndGeneratedCombinationsInferredSafety- PrintSafeDistancesAndDurationsTest- SafeSocializationtxtProvided- SocialDistanceClassRegistryProvided- SocialDistanceUtilityProvided- WekaFileSizeTest- ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest ControllerFactoryTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintingCodeReuse SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest ,
1,Sun Sep 20 13:52:03 EDT 2020,0,0,UtilityClassSuite, , ,CompareSafetyComputationsTest DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided WekaFileSizeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest ControllerFactoryTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintingCodeReuse SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest ,
2,Sun Sep 20 13:52:05 EDT 2020,0,0,UtilityClassSuite, , ,CompareSafetyComputationsTest DerivedSafetyTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InterpolatedSafetyTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceClassRegistryProvided SocialDistanceUtilityProvided WekaFileSizeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest ControllerFactoryTest DerivingMainTest ExpectedSubtleJavaDocs InferringMainTest InterpolatedReuse InterpolatingMainTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintingCodeReuse SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest ,
3,Sun Sep 20 13:52:13 EDT 2020,0,0,MainClassSuite, , ,BasicMainTest+ CompareSafetyComputationsTest DerivedSafetyTest DerivingMainTest+ GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest+ InterpolatedSafetyTest InterpolatingMainTest+ IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided+ SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided+ SocialDistanceInferringMainProvided+ SocialDistanceInterpolatingMainProvided+ SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided+ UtilityTesterMainTest+ WekaFileSizeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ClassifierFactoryTest ControllerFactoryTest ExpectedSubtleJavaDocs InterpolatedReuse MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintingCodeReuse ViewFactoryTest ,
4,Sun Sep 20 13:52:14 EDT 2020,0,0,FactoriesSuite, , ,BasicMainTest ClassifierFactoryTest+ CompareSafetyComputationsTest ControllerFactoryTest+ DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest+ PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest+ WekaFileSizeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ExpectedSubtleJavaDocs InterpolatedReuse MVCAndFactoryCalls ModelReuse PrintingCodeReuse ,
5,Sun Sep 20 13:52:15 EDT 2020,0,0,FactoriesSuite, , ,BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride ExpectedSubtleJavaDocs InterpolatedReuse MVCAndFactoryCalls ModelReuse PrintingCodeReuse ,
6,Sun Sep 20 13:52:16 EDT 2020,0,0,A1GeneralStyleSuite, , ,A1AccessModifiersMatched+ A1InterfaceAsType+ A1MnemonicNames+ A1NamedConstants+ A1NoCheckstyleWarnings+ A1PublicMethodsOverride+ BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest ,ExpectedSubtleJavaDocs InterpolatedReuse MVCAndFactoryCalls ModelReuse PrintingCodeReuse ,
7,Sun Sep 20 13:52:17 EDT 2020,0,0,A1GeneralStyleSuite, , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest ModelFactoryTest PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest ,ExpectedSubtleJavaDocs InterpolatedReuse MVCAndFactoryCalls ModelReuse PrintingCodeReuse ,
8,Sun Sep 20 13:52:18 EDT 2020,0,0,A1ModularitySuite, , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs+ GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse+ InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls+ ModelFactoryTest ModelReuse+ PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse+ SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceClassRegistryProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
9,Sun Sep 20 13:59:30 EDT 2020,2,2,MainClassSuite,SocialDistanceClassRegistryProvided+ , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
10,Sun Sep 20 13:59:31 EDT 2020,2,0,MainClassSuite,SocialDistanceClassRegistryProvided , ,A1AccessModifiersMatched A1InterfaceAsType A1MnemonicNames A1NamedConstants A1NoCheckstyleWarnings A1PublicMethodsOverride BasicMainTest ClassifierFactoryTest CompareSafetyComputationsTest ControllerFactoryTest DerivedSafetyTest DerivingMainTest ExpectedSubtleJavaDocs GenerateSafeDistancesAndDurationsTest GivenSafetyTest InferringMainTest InterpolatedReuse InterpolatedSafetyTest InterpolatingMainTest IsInferredSafeTest IsInterpolatedOneParameterSafetyTest IsInterpolatedTwoParameterSafetyTest MVCAndFactoryCalls ModelFactoryTest ModelReuse PrintGeneratedCombinationDerivedSafetyTest PrintGivenAndGeneratedCombinationDerivedTest PrintGivenAndGeneratedCombinationsInferredSafety PrintSafeDistancesAndDurationsTest PrintingCodeReuse SafeSocializationtxtProvided SocialDistanceBasicMainProvided SocialDistanceDerivingMainProvided SocialDistanceInferringMainProvided SocialDistanceInterpolatingMainProvided SocialDistanceUtilityProvided SocialDistanceUtilityTesterMainProvided UtilityTesterMainTest ViewFactoryTest WekaFileSizeTest , ,
